Cuvant,Locatii
very,"(Linia 59, Pozitia 5), (Linia 70, Pozitia 6), (Linia 70, Pozitia 10), (Linia 80, Pozitia 18), (Linia 81, Pozitia 1), (Linia 84, Pozitia 8), (Linia 87, Pozitia 6), (Linia 101, Pozitia 6), (Linia 117, Pozitia 7), (Linia 117, Pozitia 15), (Linia 123, Pozitia 8), (Linia 145, Pozitia 6), (Linia 149, Pozitia 7), (Linia 159, Pozitia 6), (Linia 174, Pozitia 3), (Linia 195, Pozitia 16), (Linia 230, Pozitia 1), (Linia 230, Pozitia 6), (Linia 230, Pozitia 10), (Linia 230, Pozitia 14), (Linia 243, Pozitia 3), (Linia 253, Pozitia 3), (Linia 273, Pozitia 8), (Linia 274, Pozitia 2), (Linia 274, Pozitia 11), (Linia 292, Pozitia 6), (Linia 296, Pozitia 4), (Linia 320, Pozitia 22), (Linia 324, Pozitia 12), (Linia 328, Pozitia 9), (Linia 335, Pozitia 5), (Linia 357, Pozitia 1), (Linia 358, Pozitia 12), (Linia 368, Pozitia 8), (Linia 382, Pozitia 10), (Linia 414, Pozitia 18), (Linia 419, Pozitia 11), (Linia 420, Pozitia 12), (Linia 433, Pozitia 12), (Linia 481, Pozitia 18), (Linia 503, Pozitia 4), (Linia 533, Pozitia 12), (Linia 545, Pozitia 5), (Linia 585, Pozitia 11), (Linia 612, Pozitia 14), (Linia 613, Pozitia 5), (Linia 622, Pozitia 5), (Linia 629, Pozitia 11), (Linia 691, Pozitia 3), (Linia 693, Pozitia 3), (Linia 726, Pozitia 12), (Linia 726, Pozitia 15), (Linia 735, Pozitia 7), (Linia 735, Pozitia 17), (Linia 772, Pozitia 18), (Linia 774, Pozitia 7), (Linia 804, Pozitia 3), (Linia 812, Pozitia 6), (Linia 824, Pozitia 16), (Linia 852, Pozitia 4), (Linia 854, Pozitia 4), (Linia 875, Pozitia 13), (Linia 887, Pozitia 4), (Linia 912, Pozitia 4), (Linia 943, Pozitia 5), (Linia 952, Pozitia 11), (Linia 980, Pozitia 7), (Linia 997, Pozitia 10), (Linia 1005, Pozitia 15), (Linia 1096, Pozitia 3), (Linia 1152, Pozitia 7)"
vexed,"(Linia 431, Pozitia 7)"
village,"(Linia 924, Pozitia 8), (Linia 1051, Pozitia 10), (Linia 1051, Pozitia 16)"
vineyard,"(Linia 925, Pozitia 2)"
visit,"(Linia 406, Pozitia 6), (Linia 506, Pozitia 6), (Linia 516, Pozitia 7), (Linia 533, Pozitia 10), (Linia 749, Pozitia 7)"
visiting,"(Linia 413, Pozitia 2)"
walk,"(Linia 482, Pozitia 12), (Linia 664, Pozitia 18), (Linia 665, Pozitia 14)"
volcanoes,"(Linia 382, Pozitia 1), (Linia 382, Pozitia 6), (Linia 384, Pozitia 14), (Linia 386, Pozitia 13), (Linia 614, Pozitia 16), (Linia 616, Pozitia 2), (Linia 727, Pozitia 2), (Linia 727, Pozitia 5), (Linia 737, Pozitia 4), (Linia 739, Pozitia 2), (Linia 830, Pozitia 3), (Linia 858, Pozitia 9)"
voice,"(Linia 163, Pozitia 4), (Linia 865, Pozitia 6), (Linia 1119, Pozitia 2)"
volcano,"(Linia 383, Pozitia 8), (Linia 384, Pozitia 8), (Linia 727, Pozitia 9), (Linia 830, Pozitia 14)"
wake,"(Linia 218, Pozitia 19)"
wait,"(Linia 250, Pozitia 6), (Linia 467, Pozitia 15), (Linia 1123, Pozitia 19), (Linia 1266, Pozitia 19)"
waited,"(Linia 1155, Pozitia 2)"
waiting,"(Linia 1110, Pozitia 15)"
wake,"(Linia 737, Pozitia 6)"
waking,"(Linia 338, Pozitia 4)"
walk,"(Linia 924, Pozitia 16)"
walking,"(Linia 1044, Pozitia 2)"
walk,"(Linia 992, Pozitia 15), (Linia 999, Pozitia 1), (Linia 1121, Pozitia 4)"
walked,"(Linia 843, Pozitia 13), (Linia 1013, Pozitia 4), (Linia 1100, Pozitia 17), (Linia 1211, Pozitia 3)"
want,"(Linia 80, Pozitia 9), (Linia 93, Pozitia 7), (Linia 97, Pozitia 7), (Linia 128, Pozitia 16), (Linia 138, Pozitia 6), (Linia 170, Pozitia 12), (Linia 213, Pozitia 9)"
wall,"(Linia 1115, Pozitia 12), (Linia 1121, Pozitia 7), (Linia 1125, Pozitia 7), (Linia 1130, Pozitia 11), (Linia 1134, Pozitia 13)"
wandering,"(Linia 238, Pozitia 1)"
want,"(Linia 333, Pozitia 16), (Linia 400, Pozitia 21), (Linia 405, Pozitia 10), (Linia 410, Pozitia 5), (Linia 660, Pozitia 12), (Linia 661, Pozitia 3), (Linia 665, Pozitia 9), (Linia 666, Pozitia 4), (Linia 910, Pozitia 9), (Linia 991, Pozitia 6), (Linia 1058, Pozitia 4), (Linia 1129, Pozitia 6), (Linia 1161, Pozitia 5), (Linia 1191, Pozitia 10)"
wanted,"(Linia 42, Pozitia 8), (Linia 99, Pozitia 5), (Linia 170, Pozitia 7), (Linia 334, Pozitia 9), (Linia 659, Pozitia 4), (Linia 929, Pozitia 18)"
wants,"(Linia 220, Pozitia 21), (Linia 772, Pozitia 3)"
where,"(Linia 10, Pozitia 6)"
water,"(Linia 51, Pozitia 10)"
was,"(Linia 15, Pozitia 3)"
warm,"(Linia 382, Pozitia 13)"
warmer,"(Linia 1155, Pozitia 12)"
warn,"(Linia 239, Pozitia 13)"
was,"(Linia 17, Pozitia 3)"
watch,"(Linia 256, Pozitia 16)"
was,"(Linia 18, Pozitia 6), (Linia 20, Pozitia 2), (Linia 23, Pozitia 10), (Linia 27, Pozitia 3), (Linia 27, Pozitia 9), (Linia 29, Pozitia 7), (Linia 50, Pozitia 16), (Linia 52, Pozitia 18), (Linia 64, Pozitia 16), (Linia 79, Pozitia 1), (Linia 79, Pozitia 10), (Linia 92, Pozitia 3), (Linia 94, Pozitia 8), (Linia 98, Pozitia 3), (Linia 113, Pozitia 3), (Linia 113, Pozitia 9), (Linia 126, Pozitia 7), (Linia 145, Pozitia 13), (Linia 153, Pozitia 6), (Linia 159, Pozitia 13), (Linia 169, Pozitia 17), (Linia 177, Pozitia 6), (Linia 198, Pozitia 5), (Linia 203, Pozitia 7), (Linia 214, Pozitia 8), (Linia 216, Pozitia 11), (Linia 223, Pozitia 11), (Linia 239, Pozitia 11), (Linia 241, Pozitia 11), (Linia 243, Pozitia 18), (Linia 257, Pozitia 14), (Linia 265, Pozitia 18), (Linia 273, Pozitia 6), (Linia 274, Pozitia 1), (Linia 274, Pozitia 7), (Linia 275, Pozitia 4), (Linia 277, Pozitia 14), (Linia 296, Pozitia 2), (Linia 303, Pozitia 4), (Linia 317, Pozitia 17), (Linia 330, Pozitia 12), (Linia 335, Pozitia 4), (Linia 341, Pozitia 11), (Linia 343, Pozitia 7), (Linia 343, Pozitia 13), (Linia 365, Pozitia 3), (Linia 376, Pozitia 14), (Linia 382, Pozitia 9), (Linia 395, Pozitia 6), (Linia 396, Pozitia 2), (Linia 397, Pozitia 2), (Linia 400, Pozitia 8), (Linia 410, Pozitia 12), (Linia 412, Pozitia 2), (Linia 414, Pozitia 3), (Linia 420, Pozitia 11), (Linia 421, Pozitia 12), (Linia 422, Pozitia 9), (Linia 432, Pozitia 4), (Linia 433, Pozitia 4), (Linia 433, Pozitia 11), (Linia 440, Pozitia 5), (Linia 440, Pozitia 9), (Linia 449, Pozitia 4), (Linia 449, Pozitia 11), (Linia 473, Pozitia 13), (Linia 476, Pozitia 8), (Linia 505, Pozitia 4), (Linia 533, Pozitia 4), (Linia 533, Pozitia 11), (Linia 547, Pozitia 4), (Linia 547, Pozitia 11), (Linia 561, Pozitia 6), (Linia 563, Pozitia 5), (Linia 566, Pozitia 6), (Linia 603, Pozitia 4), (Linia 622, Pozitia 4), (Linia 622, Pozitia 8), (Linia 622, Pozitia 15), (Linia 643, Pozitia 9), (Linia 657, Pozitia 13), (Linia 678, Pozitia 10), (Linia 681, Pozitia 4), (Linia 681, Pozitia 11), (Linia 695, Pozitia 5), (Linia 719, Pozitia 3), (Linia 748, Pozitia 2), (Linia 753, Pozitia 4), (Linia 759, Pozitia 4), (Linia 767, Pozitia 12), (Linia 772, Pozitia 16), (Linia 782, Pozitia 7), (Linia 782, Pozitia 16), (Linia 846, Pozitia 2), (Linia 852, Pozitia 13), (Linia 927, Pozitia 14), (Linia 941, Pozitia 8), (Linia 941, Pozitia 12), (Linia 946, Pozitia 14), (Linia 947, Pozitia 5), (Linia 985, Pozitia 2), (Linia 1019, Pozitia 9), (Linia 1021, Pozitia 2), (Linia 1025, Pozitia 3), (Linia 1028, Pozitia 2), (Linia 1028, Pozitia 15), (Linia 1029, Pozitia 16), (Linia 1035, Pozitia 18), (Linia 1036, Pozitia 16), (Linia 1051, Pozitia 14), (Linia 1052, Pozitia 5), (Linia 1060, Pozitia 18), (Linia 1064, Pozitia 14), (Linia 1065, Pozitia 2), (Linia 1065, Pozitia 9), (Linia 1066, Pozitia 8), (Linia 1066, Pozitia 18), (Linia 1076, Pozitia 2), (Linia 1076, Pozitia 14), (Linia 1086, Pozitia 3), (Linia 1100, Pozitia 3), (Linia 1112, Pozitia 3), (Linia 1115, Pozitia 2), (Linia 1125, Pozitia 2), (Linia 1130, Pozitia 16), (Linia 1141, Pozitia 6), (Linia 1149, Pozitia 6), (Linia 1150, Pozitia 9), (Linia 1155, Pozitia 10), (Linia 1157, Pozitia 2), (Linia 1160, Pozitia 10), (Linia 1171, Pozitia 12), (Linia 1172, Pozitia 8), (Linia 1204, Pozitia 3), (Linia 1213, Pozitia 10), (Linia 1216, Pozitia 2), (Linia 1218, Pozitia 2), (Linia 1220, Pozitia 2), (Linia 1221, Pozitia 2), (Linia 1224, Pozitia 2), (Linia 1227, Pozitia 3), (Linia 1227, Pozitia 8), (Linia 1229, Pozitia 7), (Linia 1236, Pozitia 2), (Linia 1242, Pozitia 13), (Linia 1245, Pozitia 14)"
waste,"(Linia 780, Pozitia 11)"
watch,"(Linia 1174, Pozitia 4)"
watched,"(Linia 58, Pozitia 20), (Linia 328, Pozitia 8)"
watches,"(Linia 1251, Pozitia 8)"
watching,"(Linia 258, Pozitia 11), (Linia 330, Pozitia 13)"
well,"(Linia 37, Pozitia 7)"
wateringcan,"(Linia 346, Pozitia 10)"
water,"(Linia 275, Pozitia 2), (Linia 346, Pozitia 13), (Linia 614, Pozitia 10), (Linia 736, Pozitia 4), (Linia 996, Pozitia 11), (Linia 1061, Pozitia 10), (Linia 1062, Pozitia 6), (Linia 1065, Pozitia 1), (Linia 1072, Pozitia 19), (Linia 1133, Pozitia 13), (Linia 1171, Pozitia 4), (Linia 1179, Pozitia 12)"
watered,"(Linia 390, Pozitia 8), (Linia 946, Pozitia 11)"
weak,"(Linia 282, Pozitia 10), (Linia 810, Pozitia 6)"
way,"(Linia 660, Pozitia 7)"
we,"(Linia 72, Pozitia 7), (Linia 175, Pozitia 4), (Linia 175, Pozitia 8), (Linia 386, Pozitia 5), (Linia 727, Pozitia 11), (Linia 882, Pozitia 9), (Linia 908, Pozitia 6), (Linia 990, Pozitia 4), (Linia 991, Pozitia 5), (Linia 1012, Pozitia 5), (Linia 1013, Pozitia 2), (Linia 1050, Pozitia 3), (Linia 1057, Pozitia 7), (Linia 1112, Pozitia 16), (Linia 1190, Pozitia 6), (Linia 1257, Pozitia 14)"
weeds,"(Linia 217, Pozitia 2), (Linia 217, Pozitia 8), (Linia 217, Pozitia 13)"
weak,"(Linia 1231, Pozitia 13)"
weariness,"(Linia 1011, Pozitia 6)"
weathervane,"(Linia 1056, Pozitia 1)"
week,"(Linia 51, Pozitia 15), (Linia 615, Pozitia 3), (Linia 985, Pozitia 15), (Linia 989, Pozitia 4), (Linia 1100, Pozitia 14)"
weep,"(Linia 391, Pozitia 13), (Linia 928, Pozitia 7)"
weigh,"(Linia 164, Pozitia 12)"
were,"(Linia 12, Pozitia 5), (Linia 45, Pozitia 10), (Linia 222, Pozitia 6), (Linia 223, Pozitia 1)"
well,"(Linia 58, Pozitia 18), (Linia 384, Pozitia 12), (Linia 472, Pozitia 1), (Linia 486, Pozitia 16), (Linia 812, Pozitia 7), (Linia 1010, Pozitia 8), (Linia 1011, Pozitia 14), (Linia 1027, Pozitia 14), (Linia 1044, Pozitia 7), (Linia 1050, Pozitia 2), (Linia 1051, Pozitia 11), (Linia 1057, Pozitia 10), (Linia 1076, Pozitia 6), (Linia 1115, Pozitia 5), (Linia 1205, Pozitia 12), (Linia 1251, Pozitia 11), (Linia 1256, Pozitia 14)"
wells,"(Linia 1050, Pozitia 10), (Linia 1050, Pozitia 13), (Linia 1222, Pozitia 18)"
went,"(Linia 181, Pozitia 7), (Linia 658, Pozitia 10), (Linia 751, Pozitia 5), (Linia 763, Pozitia 11), (Linia 939, Pozitia 4), (Linia 1254, Pozitia 12)"
were,"(Linia 258, Pozitia 10)"
whatever,"(Linia 269, Pozitia 4)"
were,"(Linia 262, Pozitia 9), (Linia 315, Pozitia 2), (Linia 327, Pozitia 1), (Linia 365, Pozitia 10), (Linia 400, Pozitia 3), (Linia 628, Pozitia 6), (Linia 761, Pozitia 16), (Linia 775, Pozitia 4), (Linia 797, Pozitia 3), (Linia 829, Pozitia 15), (Linia 853, Pozitia 5), (Linia 943, Pozitia 4), (Linia 973, Pozitia 2), (Linia 973, Pozitia 7), (Linia 995, Pozitia 2), (Linia 1003, Pozitia 2), (Linia 1005, Pozitia 9), (Linia 1040, Pozitia 5), (Linia 1101, Pozitia 12), (Linia 1156, Pozitia 4), (Linia 1183, Pozitia 5), (Linia 1187, Pozitia 15), (Linia 1214, Pozitia 3), (Linia 1242, Pozitia 5)"
wet,"(Linia 1137, Pozitia 10)"
weve,"(Linia 653, Pozitia 14)"
what,"(Linia 251, Pozitia 4), (Linia 272, Pozitia 4), (Linia 276, Pozitia 2), (Linia 278, Pozitia 7), (Linia 301, Pozitia 3), (Linia 320, Pozitia 17), (Linia 440, Pozitia 12), (Linia 443, Pozitia 3), (Linia 461, Pozitia 9), (Linia 478, Pozitia 4), (Linia 520, Pozitia 9), (Linia 540, Pozitia 4), (Linia 542, Pozitia 3), (Linia 554, Pozitia 5), (Linia 557, Pozitia 6), (Linia 565, Pozitia 4), (Linia 575, Pozitia 2), (Linia 578, Pozitia 2), (Linia 586, Pozitia 2), (Linia 588, Pozitia 2), (Linia 600, Pozitia 9), (Linia 741, Pozitia 2), (Linia 787, Pozitia 3), (Linia 840, Pozitia 5), (Linia 873, Pozitia 8), (Linia 920, Pozitia 2), (Linia 922, Pozitia 10), (Linia 959, Pozitia 4), (Linia 979, Pozitia 4), (Linia 990, Pozitia 2), (Linia 991, Pozitia 4), (Linia 1032, Pozitia 18), (Linia 1046, Pozitia 16), (Linia 1063, Pozitia 4), (Linia 1070, Pozitia 7), (Linia 1072, Pozitia 4), (Linia 1141, Pozitia 5)"
wheat,"(Linia 900, Pozitia 8), (Linia 901, Pozitia 1), (Linia 902, Pozitia 12), (Linia 903, Pozitia 15)"
when,"(Linia 15, Pozitia 1), (Linia 54, Pozitia 6), (Linia 109, Pozitia 9), (Linia 184, Pozitia 16), (Linia 230, Pozitia 3), (Linia 248, Pozitia 6), (Linia 261, Pozitia 4), (Linia 313, Pozitia 7), (Linia 390, Pozitia 6), (Linia 416, Pozitia 9), (Linia 510, Pozitia 12), (Linia 660, Pozitia 10), (Linia 683, Pozitia 8), (Linia 713, Pozitia 5), (Linia 783, Pozitia 9), (Linia 902, Pozitia 6), (Linia 927, Pozitia 9), (Linia 1042, Pozitia 9), (Linia 1056, Pozitia 3), (Linia 1106, Pozitia 11), (Linia 1139, Pozitia 12), (Linia 1190, Pozitia 2), (Linia 1268, Pozitia 4)"
whenever,"(Linia 258, Pozitia 13)"
wild,"(Linia 18, Pozitia 14)"
who,"(Linia 11, Pozitia 16), (Linia 59, Pozitia 9), (Linia 107, Pozitia 16), (Linia 175, Pozitia 5), (Linia 177, Pozitia 10), (Linia 178, Pozitia 3), (Linia 178, Pozitia 10), (Linia 183, Pozitia 5)"
where,"(Linia 107, Pozitia 9), (Linia 138, Pozitia 3), (Linia 172, Pozitia 2), (Linia 297, Pozitia 5), (Linia 321, Pozitia 10), (Linia 562, Pozitia 2), (Linia 690, Pozitia 7), (Linia 710, Pozitia 12), (Linia 824, Pozitia 2), (Linia 973, Pozitia 5), (Linia 974, Pozitia 5), (Linia 1123, Pozitia 8), (Linia 1163, Pozitia 15), (Linia 1174, Pozitia 17), (Linia 1257, Pozitia 10)"
whether,"(Linia 1032, Pozitia 8)"
which,"(Linia 42, Pozitia 3), (Linia 78, Pozitia 20), (Linia 117, Pozitia 12), (Linia 148, Pozitia 3), (Linia 152, Pozitia 11), (Linia 229, Pozitia 14), (Linia 292, Pozitia 4), (Linia 308, Pozitia 11), (Linia 325, Pozitia 14), (Linia 326, Pozitia 2), (Linia 371, Pozitia 8), (Linia 458, Pozitia 16), (Linia 807, Pozitia 11), (Linia 858, Pozitia 10), (Linia 859, Pozitia 2), (Linia 902, Pozitia 13), (Linia 985, Pozitia 8)"
whom,"(Linia 535, Pozitia 13)"
who,"(Linia 330, Pozitia 11), (Linia 337, Pozitia 3), (Linia 406, Pozitia 4), (Linia 420, Pozitia 10), (Linia 438, Pozitia 10), (Linia 465, Pozitia 8), (Linia 470, Pozitia 7), (Linia 476, Pozitia 7), (Linia 483, Pozitia 13), (Linia 512, Pozitia 9), (Linia 540, Pozitia 9), (Linia 542, Pozitia 8), (Linia 543, Pozitia 9), (Linia 557, Pozitia 11), (Linia 584, Pozitia 7), (Linia 657, Pozitia 12), (Linia 681, Pozitia 17), (Linia 690, Pozitia 5), (Linia 701, Pozitia 6), (Linia 707, Pozitia 4), (Linia 708, Pozitia 4), (Linia 712, Pozitia 8), (Linia 741, Pozitia 10), (Linia 743, Pozitia 4), (Linia 773, Pozitia 19), (Linia 774, Pozitia 17), (Linia 864, Pozitia 8), (Linia 1078, Pozitia 10), (Linia 1086, Pozitia 2), (Linia 1181, Pozitia 12), (Linia 1182, Pozitia 10), (Linia 1242, Pozitia 2), (Linia 1256, Pozitia 8), (Linia 1268, Pozitia 9)"
whole,"(Linia 20, Pozitia 11), (Linia 207, Pozitia 11), (Linia 224, Pozitia 16), (Linia 831, Pozitia 16), (Linia 1031, Pozitia 1)"
why,"(Linia 183, Pozitia 13), (Linia 203, Pozitia 5), (Linia 213, Pozitia 6), (Linia 305, Pozitia 11), (Linia 386, Pozitia 15), (Linia 637, Pozitia 2), (Linia 812, Pozitia 13)"
whom,"(Linia 946, Pozitia 16), (Linia 947, Pozitia 7), (Linia 948, Pozitia 16)"
whose,"(Linia 947, Pozitia 17)"
why,"(Linia 1098, Pozitia 5)"
wickedness,"(Linia 279, Pozitia 6)"
wide,"(Linia 776, Pozitia 12)"
within,"(Linia 44, Pozitia 12)"
wind,"(Linia 296, Pozitia 13), (Linia 402, Pozitia 4)"
wild,"(Linia 380, Pozitia 11)"
will,"(Linia 11, Pozitia 8), (Linia 102, Pozitia 4), (Linia 109, Pozitia 19), (Linia 131, Pozitia 15), (Linia 132, Pozitia 10), (Linia 171, Pozitia 3), (Linia 172, Pozitia 12), (Linia 172, Pozitia 17), (Linia 186, Pozitia 3), (Linia 190, Pozitia 15), (Linia 319, Pozitia 14), (Linia 320, Pozitia 3), (Linia 358, Pozitia 5), (Linia 403, Pozitia 15), (Linia 406, Pozitia 5), (Linia 406, Pozitia 9), (Linia 467, Pozitia 5), (Linia 467, Pozitia 9), (Linia 469, Pozitia 2), (Linia 470, Pozitia 17), (Linia 471, Pozitia 3), (Linia 471, Pozitia 12), (Linia 485, Pozitia 2), (Linia 490, Pozitia 12), (Linia 491, Pozitia 5), (Linia 491, Pozitia 12), (Linia 665, Pozitia 13), (Linia 665, Pozitia 19), (Linia 701, Pozitia 7), (Linia 715, Pozitia 3), (Linia 758, Pozitia 13), (Linia 778, Pozitia 5), (Linia 779, Pozitia 7), (Linia 780, Pozitia 5), (Linia 814, Pozitia 2), (Linia 860, Pozitia 4), (Linia 882, Pozitia 10), (Linia 882, Pozitia 15), (Linia 883, Pozitia 8), (Linia 897, Pozitia 19), (Linia 898, Pozitia 3), (Linia 898, Pozitia 8), (Linia 899, Pozitia 6), (Linia 902, Pozitia 3), (Linia 902, Pozitia 16), (Linia 903, Pozitia 7), (Linia 906, Pozitia 2), (Linia 912, Pozitia 10), (Linia 913, Pozitia 5), (Linia 913, Pozitia 17), (Linia 918, Pozitia 3), (Linia 918, Pozitia 9), (Linia 919, Pozitia 15), (Linia 928, Pozitia 6), (Linia 937, Pozitia 8), (Linia 938, Pozitia 1), (Linia 938, Pozitia 10), (Linia 1090, Pozitia 5), (Linia 1094, Pozitia 9), (Linia 1123, Pozitia 6), (Linia 1127, Pozitia 9), (Linia 1163, Pozitia 3), (Linia 1163, Pozitia 9), (Linia 1174, Pozitia 3), (Linia 1175, Pozitia 7), (Linia 1175, Pozitia 20), (Linia 1176, Pozitia 6), (Linia 1179, Pozitia 3), (Linia 1179, Pozitia 9), (Linia 1183, Pozitia 14), (Linia 1186, Pozitia 11), (Linia 1186, Pozitia 19), (Linia 1187, Pozitia 6), (Linia 1187, Pozitia 18), (Linia 1190, Pozitia 11), (Linia 1191, Pozitia 4), (Linia 1192, Pozitia 11), (Linia 1193, Pozitia 7), (Linia 1194, Pozitia 3), (Linia 1196, Pozitia 2), (Linia 1200, Pozitia 3), (Linia 1203, Pozitia 3), (Linia 1207, Pozitia 3), (Linia 1214, Pozitia 18), (Linia 1219, Pozitia 3), (Linia 1222, Pozitia 8), (Linia 1222, Pozitia 16), (Linia 1223, Pozitia 5), (Linia 1225, Pozitia 2), (Linia 1225, Pozitia 8), (Linia 1225, Pozitia 15), (Linia 1259, Pozitia 17), (Linia 1261, Pozitia 5), (Linia 1268, Pozitia 7)"
win,"(Linia 935, Pozitia 2)"
wisely,"(Linia 211, Pozitia 4)"
wind,"(Linia 824, Pozitia 7), (Linia 903, Pozitia 13), (Linia 1038, Pozitia 8), (Linia 1043, Pozitia 11), (Linia 1056, Pozitia 5)"
window,"(Linia 1192, Pozitia 4)"
windows,"(Linia 166, Pozitia 9), (Linia 978, Pozitia 10)"
wiped,"(Linia 642, Pozitia 3)"
wise,"(Linia 487, Pozitia 8)"
wish,"(Linia 118, Pozitia 1), (Linia 929, Pozitia 12)"
wished,"(Linia 258, Pozitia 15), (Linia 496, Pozitia 4), (Linia 542, Pozitia 9)"
with,"(Linia 22, Pozitia 16), (Linia 39, Pozitia 14), (Linia 48, Pozitia 5), (Linia 50, Pozitia 2), (Linia 64, Pozitia 6), (Linia 75, Pozitia 10), (Linia 131, Pozitia 4), (Linia 142, Pozitia 2), (Linia 166, Pozitia 5), (Linia 173, Pozitia 4), (Linia 181, Pozitia 9), (Linia 207, Pozitia 8), (Linia 225, Pozitia 3), (Linia 281, Pozitia 8), (Linia 283, Pozitia 9), (Linia 285, Pozitia 1), (Linia 287, Pozitia 19), (Linia 291, Pozitia 4), (Linia 291, Pozitia 14), (Linia 300, Pozitia 5), (Linia 303, Pozitia 7), (Linia 325, Pozitia 7), (Linia 350, Pozitia 6), (Linia 388, Pozitia 6), (Linia 421, Pozitia 14), (Linia 444, Pozitia 6), (Linia 446, Pozitia 3), (Linia 499, Pozitia 13), (Linia 537, Pozitia 6), (Linia 556, Pozitia 10), (Linia 575, Pozitia 6), (Linia 578, Pozitia 6), (Linia 579, Pozitia 6), (Linia 600, Pozitia 13), (Linia 601, Pozitia 4), (Linia 642, Pozitia 6), (Linia 675, Pozitia 3), (Linia 743, Pozitia 7), (Linia 744, Pozitia 6), (Linia 747, Pozitia 11), (Linia 795, Pozitia 4), (Linia 817, Pozitia 14), (Linia 857, Pozitia 11), (Linia 868, Pozitia 3), (Linia 869, Pozitia 5), (Linia 924, Pozitia 3), (Linia 952, Pozitia 16), (Linia 1034, Pozitia 9), (Linia 1075, Pozitia 9), (Linia 1077, Pozitia 1), (Linia 1116, Pozitia 13), (Linia 1134, Pozitia 5), (Linia 1136, Pozitia 8), (Linia 1139, Pozitia 17), (Linia 1154, Pozitia 4), (Linia 1191, Pozitia 13), (Linia 1211, Pozitia 5), (Linia 1222, Pozitia 19)"
worst,"(Linia 275, Pozitia 10)"
wonder,"(Linia 241, Pozitia 16), (Linia 792, Pozitia 2)"
without,"(Linia 20, Pozitia 13), (Linia 240, Pozitia 12), (Linia 266, Pozitia 8), (Linia 309, Pozitia 13), (Linia 385, Pozitia 5), (Linia 624, Pozitia 17), (Linia 1023, Pozitia 8), (Linia 1098, Pozitia 3), (Linia 1150, Pozitia 15)"
woke,"(Linia 54, Pozitia 11)"
work,"(Linia 3, Pozitia 2)"
wonderful,"(Linia 902, Pozitia 5), (Linia 924, Pozitia 13)"
words,"(Linia 108, Pozitia 10), (Linia 368, Pozitia 3), (Linia 374, Pozitia 17), (Linia 1014, Pozitia 16)"
world,"(Linia 8, Pozitia 11), (Linia 36, Pozitia 18)"
work,"(Linia 233, Pozitia 10), (Linia 556, Pozitia 1), (Linia 627, Pozitia 8), (Linia 1110, Pozitia 4), (Linia 1115, Pozitia 18), (Linia 1143, Pozitia 15)"
worked,"(Linia 241, Pozitia 1), (Linia 337, Pozitia 5), (Linia 769, Pozitia 14)"
world,"(Linia 308, Pozitia 10), (Linia 419, Pozitia 9), (Linia 747, Pozitia 5), (Linia 883, Pozitia 4), (Linia 883, Pozitia 15), (Linia 937, Pozitia 16), (Linia 942, Pozitia 16), (Linia 1232, Pozitia 12), (Linia 1262, Pozitia 13)"
worlds,"(Linia 361, Pozitia 4)"
worried,"(Linia 274, Pozitia 3), (Linia 919, Pozitia 1)"
years,"(Linia 17, Pozitia 5), (Linia 48, Pozitia 19), (Linia 181, Pozitia 3), (Linia 304, Pozitia 3), (Linia 304, Pozitia 10)"
written,"(Linia 20, Pozitia 3)"
worth,"(Linia 241, Pozitia 12), (Linia 1049, Pozitia 4), (Linia 1202, Pozitia 5)"
would,"(Linia 26, Pozitia 4), (Linia 175, Pozitia 15), (Linia 176, Pozitia 9), (Linia 178, Pozitia 14), (Linia 208, Pozitia 1), (Linia 256, Pozitia 2), (Linia 331, Pozitia 10), (Linia 344, Pozitia 8), (Linia 344, Pozitia 11), (Linia 355, Pozitia 14), (Linia 389, Pozitia 3), (Linia 436, Pozitia 6), (Linia 436, Pozitia 13), (Linia 456, Pozitia 2), (Linia 459, Pozitia 5), (Linia 460, Pozitia 2), (Linia 495, Pozitia 9), (Linia 671, Pozitia 14), (Linia 707, Pozitia 6), (Linia 708, Pozitia 5), (Linia 710, Pozitia 8), (Linia 712, Pozitia 9), (Linia 775, Pozitia 17), (Linia 854, Pozitia 2), (Linia 854, Pozitia 14), (Linia 855, Pozitia 10), (Linia 856, Pozitia 7), (Linia 916, Pozitia 2), (Linia 925, Pozitia 12), (Linia 925, Pozitia 18), (Linia 945, Pozitia 6), (Linia 992, Pozitia 14)"
wrapped,"(Linia 806, Pozitia 2), (Linia 1138, Pozitia 13)"
write,"(Linia 457, Pozitia 17), (Linia 608, Pozitia 4), (Linia 736, Pozitia 6), (Linia 1269, Pozitia 2)"
yawned,"(Linia 422, Pozitia 12)"
wrong,"(Linia 363, Pozitia 1), (Linia 459, Pozitia 9), (Linia 1214, Pozitia 4)"
wrote,"(Linia 682, Pozitia 1)"
yawn,"(Linia 427, Pozitia 9), (Linia 430, Pozitia 14), (Linia 978, Pozitia 1)"
yawned,"(Linia 473, Pozitia 4)"
yawning,"(Linia 337, Pozitia 10), (Linia 423, Pozitia 8), (Linia 427, Pozitia 15)"
yawns,"(Linia 428, Pozitia 10)"
year,"(Linia 647, Pozitia 16), (Linia 648, Pozitia 1), (Linia 770, Pozitia 1), (Linia 1163, Pozitia 6), (Linia 1163, Pozitia 19)"
yes,"(Linia 512, Pozitia 3), (Linia 1107, Pozitia 2)"
